id_daerah_magang,nama_daerah,jenis_daerah,id_provinsi,latitude,longitude
463,Ternate,Kota,32,0.7852040,127.3832340
464,Tidore Kepulauan,Kota,32,0.6786800,127.4483160
465,Halmahera Barat,Kabupaten,32,1.3631050,127.5737960
466,Halmahera Tengah,Kabupaten,32,0.3888810,128.5832240
467,Halmahera Timur,Kabupaten,32,1.0027850,128.2487940
468,Halmahera Selatan,Kabupaten,32,-1.53437,127.716559
469,Halmahera Utara,Kabupaten,32,1.6178700,127.8584680
470,Kepulauan Sula,Kabupaten,32,-1.8625440,125.8306470
471,Pulau Morotai,Kabupaten,32,2.3129230,128.4418560
472,Pulau Taliabu,Kabupaten,32,-1.8314760,124.8299790
473,Jayapura,Kota,33,-2.6086260,140.9980300
474,Biak Numfor,Kabupaten,33,-1.159205,136.078521
475,Jayapura,Kabupaten,33,-3.037116,139.9470360
476,Keerom,Kabupaten,33,-3.3335920,140.6726630
477,Kepulauan Yapen,Kabupaten,33,-1.7558370,136.3664520
478,Sarmi,Kabupaten,33,-1.8546890,138.7492640
479,Supiori,Kabupaten,33,-0.7535970,135.6349640
480,Waropen,Kabupaten,33,-2.7187960,136.6504110
481,Mamberamo Raya,Kabupaten,33,-2.3957000,137.8168830
482,Manokwari,Kota,34,-6.1708930,106.702479
483,Fakfak,Kabupaten,34,-3.2704020,133.0888480
484,Kaimana,Kabupaten,34,-3.5158360,134.3165750
485,Manokwari,Kabupaten,34,-0.9776760,133.7538040
486,Manokwari Selatan,Kabupaten,34,-1.5250220,134.0710290
487,Pegunungan Arfak,Kabupaten,34,-1.2611920,133.6492060
488,Teluk Bintuni,Kabupaten,34,-2.1138850,133.5287750
489,Teluk Wondama,Kabupaten,34,-2.632525,134.5661470
490,Merauke,Kota,35,-6.9419660,107.6278500
491,Asmat,Kabupaten,35,-5.5314490,138.7896920
492,Boven Digoel,Kabupaten,35,-6.1058240,140.3130820
493,Mappi,Kabupaten,35,-6.3295530,139.2877310
494,Merauke,Kabupaten,35,-7.7925190,140.0183250
495,Nabire,Kota,36,-3.3602850,135.5023653
496,Deiyai,Kabupaten,36,-4.1879390,136.4453130
497,Dogiyai,Kabupaten,36,-4.004751,135.7166960
498,Intan Jaya,Kabupaten,36,-3.5229880,136.7184660
499,Mimika,Kabupaten,36,-4.5875260,136.9477960
500,Nabire,Kabupaten,36,-3.3467970,135.950272
501,Paniai,Kabupaten,36,-3.7426380,136.3778070
502,Puncak,Kabupaten,36,-3.62565,137.4892470
503,Puncak Jaya,Kabupaten,37,-3.7009100,137.9649140
504,Jayawijaya,Kabupaten,37,-4.1152790,138.9650310
505,Lanny Jaya,Kabupaten,37,-3.9977350,138.3731170
506,Nduga,Kabupaten,37,-4.4431200,138.2248380
507,Pegunungan Bintang,Kabupaten,37,-4.475492,140.5576780
508,Tolikara,Kabupaten,37,-3.4496600,138.3491290
509,Yahukimo,Kabupaten,37,-4.3739460,139.4648160
510,Yalimo,Kabupaten,37,-3.7353310,139.5505810
511,Sorong,Kota,38,-0.8634100,131.2544800
512,Maybrat,Kabupaten,38,-1.4039440,132.5871500
513,Raja Ampat,Kabupaten,38,-0.7125550,130.3034470
514,Sorong,Kabupaten,38,-1.6430520,132.2549530

